lat,N/S,lon,E/W,PCellID,RSSNR,5PCellID,5SNR
47.1535438,N,27.58483748,E,107,7,107,20.5
47.15354298,N,27.58483938,E,107,6,107,18
47.15354178,N,27.58483978,E,107,4,107,19.5
47.15354353,N,27.58483257,E,107,2,107,19
47.15354328,N,27.58483188,E,107,6,107,20
47.153542,N,27.58483192,E,107,4,107,18
47.15354188,N,27.58483343,E,107,4,107,20
47.15354365,N,27.58483538,E,107,2,107,17.5
47.1535424,N,27.5848353,E,107,2,107,20.5
47.15354097,N,27.58483508,E,107,0,107,18.5
47.15354167,N,27.58483683,E,107,-1,107,17.5
47.1535408,N,27.58483768,E,107,2,107,18.5
47.15354002,N,27.58483862,E,107,0,107,18
47.15354008,N,27.584839,E,107,3,107,18
47.15354007,N,27.58483948,E,107,2,107,17.5
47.15353987,N,27.5848396,E,107,4,107,17
47.15354018,N,27.58483952,E,107,0,107,18.5
47.15353998,N,27.58483973,E,107,-1,107,19
47.15354018,N,27.5848396,E,107,-4,107,18.5
47.15354013,N,27.58483958,E,107,0,107,18
47.15354007,N,27.58483963,E,107,2,107,18
47.15354008,N,27.58483967,E,107,0,107,17.5
47.15354003,N,27.5848397,E,107,1,107,18.5
47.15353995,N,27.58483975,E,107,-5,107,18
47.15353992,N,27.58483975,E,107,3,107,18
47.15353988,N,27.58483973,E,107,0,107,18.5
47.15353988,N,27.5848397,E,107,-2,107,18.5
47.15353983,N,27.58483968,E,107,-1,107,18.5
47.15353982,N,27.58483968,E,107,0,107,18.5
47.15353982,N,27.58483967,E,107,2,107,19.5
